"Participant","Results.reception.time","Controller.name","Order.number.of.item","Inner.element.number","Label","Latin.Square.Group","PennElementType","PennElementName","Parameter","EventTime","id","Item","Item2","Condition","Factor1","Factor2","Factor3","Comments","Country","Fluent","School","Home","English","Rating","z","Antecedent","Noun"
"21aba3e11677d6b951a6c15d7a48b915",1673838083,"PennController",11,0,"experiment","NULL","Scale","Scale","Choice",1673837999113,"6339759d40c0cfec41fac4cb","1","t01","d","all","people","think","NULL","Ohio","English","English","English","English",6,0.936484553587822,"all","people"
"21aba3e11677d6b951a6c15d7a48b915",1673838083,"PennController",20,0,"experiment","NULL","Scale","Scale","Choice",1673838003969,"6339759d40c0cfec41fac4cb","10","t10","c","all","person","profess","NULL","Ohio","English","English","English","English",5,0.151490148374501,"all","person"
"21aba3e11677d6b951a6c15d7a48b915",1673838083,"PennController",17,0,"experiment","NULL","Scale","Scale","Choice",1673838025177,"6339759d40c0cfec41fac4cb","7","t07","b","each","people","believe","NULL","Ohio","English","English","English","English",4,-0.633504256838821,"each","people"
"21aba3e11677d6b951a6c15d7a48b915",1673838083,"PennController",13,0,"experiment","NULL","Scale","Scale","Choice",1673838032360,"6339759d40c0cfec41fac4cb","3","t03","b","each","people","profess","NULL","Ohio","English","English","English","English",6,0.936484553587822,"each","people"
"21aba3e11677d6b951a6c15d7a48b915",1673838083,"PennController",34,0,"experiment","NULL","Scale","Scale","Choice",1673838035673,"6339759d40c0cfec41fac4cb","24","t24","a","each","person","think","NULL","Ohio","English","English","English","English",4,-0.633504256838821,"each","person"
"21aba3e11677d6b951a6c15d7a48b915",1673838083,"PennController",18,0,"experiment","NULL","Scale","Scale","Choice",1673838037769,"6339759d40c0cfec41fac4cb","8","t08","a","each","person","claim","NULL","Ohio","English","English","English","English",4,-0.633504256838821,"each","person"
"21aba3e11677d6b951a6c15d7a48b915",1673838083,"PennController",22,0,"experiment","NULL","Scale","Scale","Choice",1673838049217,"6339759d40c0cfec41fac4cb","12","t12","a","each","person","think","NULL","Ohio","English","English","English","English",4,-0.633504256838821,"each","person"
"21aba3e11677d6b951a6c15d7a48b915",1673838083,"PennController",32,0,"experiment","NULL","Scale","Scale","Choice",1673838054425,"6339759d40c0cfec41fac4cb","22","t22","c","all","person","boast","NULL","Ohio","English","English","English","English",6,0.936484553587822,"all","person"
"22baeeaef7889639a5b34b4c34f8db27",1673744982,"PennController",27,0,"experiment","NULL","Scale","Scale","Choice",1673744550937,"5c5a19299404f10001ff8cbf","17","t17","b","each","people","worry","NULL","Arkansas/USA","English","English","English","English",6,0.440992580362253,"each","people"
"22baeeaef7889639a5b34b4c34f8db27",1673744982,"PennController",17,0,"experiment","NULL","Scale","Scale","Choice",1673744579802,"5c5a19299404f10001ff8cbf","7","t07","d","all","people","believe","NULL","Arkansas/USA","English","English","English","English",7,0.999583182154439,"all","people"
"22baeeaef7889639a5b34b4c34f8db27",1673744982,"PennController",26,0,"experiment","NULL","Scale","Scale","Choice",1673744586867,"5c5a19299404f10001ff8cbf","16","t16","c","all","person","believe","NULL","Arkansas/USA","English","English","English","English",3,-1.23477922501431,"all","person"
"22baeeaef7889639a5b34b4c34f8db27",1673744982,"PennController",13,0,"experiment","NULL","Scale","Scale","Choice",1673744626775,"5c5a19299404f10001ff8cbf","3","t03","d","all","people","profess","NULL","Arkansas/USA","English","English","English","English",6,0.440992580362253,"all","people"
"22baeeaef7889639a5b34b4c34f8db27",1673744982,"PennController",28,0,"experiment","NULL","Scale","Scale","Choice",1673744647066,"5c5a19299404f10001ff8cbf","18","t18","a","each","person","profess","NULL","Arkansas/USA","English","English","English","English",6,0.440992580362253,"each","person"
"22baeeaef7889639a5b34b4c34f8db27",1673744982,"PennController",11,0,"experiment","NULL","Scale","Scale","Choice",1673744708423,"5c5a19299404f10001ff8cbf","1","t01","b","each","people","think","NULL","Arkansas/USA","English","English","English","English",6,0.440992580362253,"each","people"
"22baeeaef7889639a5b34b4c34f8db27",1673744982,"PennController",34,0,"experiment","NULL","Scale","Scale","Choice",1673744731915,"5c5a19299404f10001ff8cbf","24","t24","c","all","person","think","NULL","Arkansas/USA","English","English","English","English",6,0.440992580362253,"all","person"
"22baeeaef7889639a5b34b4c34f8db27",1673744982,"PennController",30,0,"experiment","NULL","Scale","Scale","Choice",1673744737365,"5c5a19299404f10001ff8cbf","20","t20","c","all","person","profess","NULL","Arkansas/USA","English","English","English","English",6,0.440992580362253,"all","person"
"22baeeaef7889639a5b34b4c34f8db27",1673744982,"PennController",19,0,"experiment","NULL","Scale","Scale","Choice",1673744756030,"5c5a19299404f10001ff8cbf","9","t09","b","each","people","boast","NULL","Arkansas/USA","English","English","English","English",4,-0.676188623222121,"each","people"
"22baeeaef7889639a5b34b4c34f8db27",1673744982,"PennController",23,0,"experiment","NULL","Scale","Scale","Choice",1673744782125,"5c5a19299404f10001ff8cbf","13","t13","b","each","people","claim","NULL","Arkansas/USA","English","English","English","English",5,-0.117598021429934,"each","people"
"22baeeaef7889639a5b34b4c34f8db27",1673744982,"PennController",25,0,"experiment","NULL","Scale","Scale","Choice",1673744788892,"5c5a19299404f10001ff8cbf","15","t15","d","all","people","boast","NULL","Arkansas/USA","English","English","English","English",6,0.440992580362253,"all","people"
"22baeeaef7889639a5b34b4c34f8db27",1673744982,"PennController",31,0,"experiment","NULL","Scale","Scale","Choice",1673744797198,"5c5a19299404f10001ff8cbf","21","t21","b","each","people","claim","NULL","Arkansas/USA","English","English","English","English",4,-0.676188623222121,"each","people"
"22baeeaef7889639a5b34b4c34f8db27",1673744982,"PennController",22,0,"experiment","NULL","Scale","Scale","Choice",1673744806267,"5c5a19299404f10001ff8cbf","12","t12","c","all","person","think","NULL","Arkansas/USA","English","English","English","English",6,0.440992580362253,"all","person"
"22baeeaef7889639a5b34b4c34f8db27",1673744982,"PennController",16,0,"experiment","NULL","Scale","Scale","Choice",1673744823173,"5c5a19299404f10001ff8cbf","6","t06","a","each","person","boast","NULL","Arkansas/USA","English","English","English","English",5,-0.117598021429934,"each","person"
"22baeeaef7889639a5b34b4c34f8db27",1673744982,"PennController",18,0,"experiment","NULL","Scale","Scale","Choice",1673744847040,"5c5a19299404f10001ff8cbf","8","t08","c","all","person","claim","NULL","Arkansas/USA","English","English","English","English",5,-0.117598021429934,"all","person"
"22baeeaef7889639a5b34b4c34f8db27",1673744982,"PennController",12,0,"experiment","NULL","Scale","Scale","Choice",1673744853981,"5c5a19299404f10001ff8cbf","2","t02","a","each","person","believe","NULL","Arkansas/USA","English","English","English","English",6,0.440992580362253,"each","person"
"22baeeaef7889639a5b34b4c34f8db27",1673744982,"PennController",24,0,"experiment","NULL","Scale","Scale","Choice",1673744860238,"5c5a19299404f10001ff8cbf","14","t14","a","each","person","think","NULL","Arkansas/USA","English","English","English","English",6,0.440992580362253,"each","person"
"22baeeaef7889639a5b34b4c34f8db27",1673744982,"PennController",14,0,"experiment","NULL","Scale","Scale","Choice",1673744878498,"5c5a19299404f10001ff8cbf","4","t04","c","all","person","claim","NULL","Arkansas/USA","English","English","English","English",6,0.440992580362253,"all","person"
"22baeeaef7889639a5b34b4c34f8db27",1673744982,"PennController",32,0,"experiment","NULL","Scale","Scale","Choice",1673744895324,"5c5a19299404f10001ff8cbf","22","t22","a","each","person","boast","NULL","Arkansas/USA","English","English","English","English",6,0.440992580362253,"each","person"
"22baeeaef7889639a5b34b4c34f8db27",1673744982,"PennController",15,0,"experiment","NULL","Scale","Scale","Choice",1673744899757,"5c5a19299404f10001ff8cbf","5","t05","b","each","people","worry","NULL","Arkansas/USA","English","English","English","English",7,0.999583182154439,"each","people"
"22baeeaef7889639a5b34b4c34f8db27",1673744982,"PennController",29,0,"experiment","NULL","Scale","Scale","Choice",1673744924431,"5c5a19299404f10001ff8cbf","19","t19","d","all","people","worry","NULL","Arkansas/USA","English","English","English","English",7,0.999583182154439,"all","people"
"22baeeaef7889639a5b34b4c34f8db27",1673744982,"PennController",20,0,"experiment","NULL","Scale","Scale","Choice",1673744930676,"5c5a19299404f10001ff8cbf","10","t10","a","each","person","profess","NULL","Arkansas/USA","English","English","English","English",7,0.999583182154439,"each","person"
"22baeeaef7889639a5b34b4c34f8db27",1673744982,"PennController",33,0,"experiment","NULL","Scale","Scale","Choice",1673744937210,"5c5a19299404f10001ff8cbf","23","t23","d","all","people","believe","NULL","Arkansas/USA","English","English","English","English",5,-0.117598021429934,"all","people"
"22baeeaef7889639a5b34b4c34f8db27",1673744982,"PennController",21,0,"experiment","NULL","Scale","Scale","Choice",1673744943395,"5c5a19299404f10001ff8cbf","11","t11","d","all","people","worry","NULL","Arkansas/USA","English","English","English","English",6,0.440992580362253,"all","people"
"26ac865ace31bd4be35e8d24d798d69d",1673466228,"PennController",21,0,"experiment","NULL","Scale","Scale","Choice",1673465902917,"61412d298de8e1b44e950fb3","11","t11","c","all","person","worry","NULL","Connecticut","English","English","English","English",4,-0.521948594656155,"all","person"
"26ac865ace31bd4be35e8d24d798d69d",1673466228,"PennController",19,0,"experiment","NULL","Scale","Scale","Choice",1673465918708,"61412d298de8e1b44e950fb3","9","t09","a","each","person","boast","NULL","Connecticut","English","English","English","English",7,1.16207422961182,"each","person"
"26ac865ace31bd4be35e8d24d798d69d",1673466228,"PennController",23,0,"experiment","NULL","Scale","Scale","Choice",1673465922610,"61412d298de8e1b44e950fb3","13","t13","a","each","person","claim","NULL","Connecticut","English","English","English","English",7,1.16207422961182,"each","person"
"26ac865ace31bd4be35e8d24d798d69d",1673466228,"PennController",22,0,"experiment","NULL","Scale","Scale","Choice",1673465926990,"61412d298de8e1b44e950fb3","12","t12","b","each","people","think","NULL","Connecticut","English","English","English","English",3,-1.08328953607881,"each","people"
"26ac865ace31bd4be35e8d24d798d69d",1673466228,"PennController",18,0,"experiment","NULL","Scale","Scale","Choice",1673465938690,"61412d298de8e1b44e950fb3","8","t08","b","each","people","claim","NULL","Connecticut","English","English","English","English",4,-0.521948594656155,"each","people"
"26ac865ace31bd4be35e8d24d798d69d",1673466228,"PennController",24,0,"experiment","NULL","Scale","Scale","Choice",1673465942716,"61412d298de8e1b44e950fb3","14","t14","d","all","people","think","NULL","Connecticut","English","English","English","English",6,0.60073328818916,"all","people"
"26ac865ace31bd4be35e8d24d798d69d",1673466228,"PennController",16,0,"experiment","NULL","Scale","Scale","Choice",1673465950954,"61412d298de8e1b44e950fb3","6","t06","d","all","people","boast","NULL","Connecticut","English","English","English","English",6,0.60073328818916,"all","people"
"26ac865ace31bd4be35e8d24d798d69d",1673466228,"PennController",27,0,"experiment","NULL","Scale","Scale","Choice",1673465982999,"61412d298de8e1b44e950fb3","17","t17","a","each","person","worry","NULL","Connecticut","English","English","English","English",5,0.0393923467665024,"each","person"
"26ac865ace31bd4be35e8d24d798d69d",1673466228,"PennController",29,0,"experiment","NULL","Scale","Scale","Choice",1673466015065,"61412d298de8e1b44e950fb3","19","t19","c","all","person","worry","NULL","Connecticut","English","English","English","English",6,0.60073328818916,"all","person"
"26ac865ace31bd4be35e8d24d798d69d",1673466228,"PennController",13,0,"experiment","NULL","Scale","Scale","Choice",1673466020265,"61412d298de8e1b44e950fb3","3","t03","c","all","person","profess","NULL","Connecticut","English","English","English","English",7,1.16207422961182,"all","person"
"26ac865ace31bd4be35e8d24d798d69d",1673466228,"PennController",15,0,"experiment","NULL","Scale","Scale","Choice",1673466032384,"61412d298de8e1b44e950fb3","5","t05","a","each","person","worry","NULL","Connecticut","English","English","English","English",7,1.16207422961182,"each","person"
"26ac865ace31bd4be35e8d24d798d69d",1673466228,"PennController",25,0,"experiment","NULL","Scale","Scale","Choice",1673466046312,"61412d298de8e1b44e950fb3","15","t15","c","all","person","boast","NULL","Connecticut","English","English","English","English",7,1.16207422961182,"all","person"
"26ac865ace31bd4be35e8d24d798d69d",1673466228,"PennController",12,0,"experiment","NULL","Scale","Scale","Choice",1673466053540,"61412d298de8e1b44e950fb3","2","t02","d","all","people","believe","NULL","Connecticut","English","English","English","English",6,0.60073328818916,"all","people"
"26ac865ace31bd4be35e8d24d798d69d",1673466228,"PennController",20,0,"experiment","NULL","Scale","Scale","Choice",1673466057713,"61412d298de8e1b44e950fb3","10","t10","d","all","people","profess","NULL","Connecticut","English","English","English","English",6,0.60073328818916,"all","people"
"26ac865ace31bd4be35e8d24d798d69d",1673466228,"PennController",26,0,"experiment","NULL","Scale","Scale","Choice",1673466063106,"61412d298de8e1b44e950fb3","16","t16","b","each","people","believe","NULL","Connecticut","English","English","English","English",5,0.0393923467665024,"each","people"
"26ac865ace31bd4be35e8d24d798d69d",1673466228,"PennController",32,0,"experiment","NULL","Scale","Scale","Choice",1673466075267,"61412d298de8e1b44e950fb3","22","t22","d","all","people","boast","NULL","Connecticut","English","English","English","English",6,0.60073328818916,"all","people"
"26ac865ace31bd4be35e8d24d798d69d",1673466228,"PennController",17,0,"experiment","NULL","Scale","Scale","Choice",1673466088467,"61412d298de8e1b44e950fb3","7","t07","c","all","person","believe","NULL","Connecticut","English","English","English","English",6,0.60073328818916,"all","person"
"26ac865ace31bd4be35e8d24d798d69d",1673466228,"PennController",30,0,"experiment","NULL","Scale","Scale","Choice",1673466096614,"61412d298de8e1b44e950fb3","20","t20","b","each","people","profess","NULL","Connecticut","English","English","English","English",5,0.0393923467665024,"each","people"
"26ac865ace31bd4be35e8d24d798d69d",1673466228,"PennController",11,0,"experiment","NULL","Scale","Scale","Choice",1673466113964,"61412d298de8e1b44e950fb3","1","t01","a","each","person","think","NULL","Connecticut","English","English","English","English",6,0.60073328818916,"each","person"
"26ac865ace31bd4be35e8d24d798d69d",1673466228,"PennController",28,0,"experiment","NULL","Scale","Scale","Choice",1673466151983,"61412d298de8e1b44e950fb3","18","t18","d","all","people","profess","NULL","Connecticut","English","English","English","English",5,0.0393923467665024,"all","people"
"26ac865ace31bd4be35e8d24d798d69d",1673466228,"PennController",33,0,"experiment","NULL","Scale","Scale","Choice",1673466155539,"61412d298de8e1b44e950fb3","23","t23","c","all","person","believe","NULL","Connecticut","English","English","English","English",6,0.60073328818916,"all","person"
"26ac865ace31bd4be35e8d24d798d69d",1673466228,"PennController",34,0,"experiment","NULL","Scale","Scale","Choice",1673466160190,"61412d298de8e1b44e950fb3","24","t24","b","each","people","think","NULL","Connecticut","English","English","English","English",4,-0.521948594656155,"each","people"
"26ac865ace31bd4be35e8d24d798d69d",1673466228,"PennController",14,0,"experiment","NULL","Scale","Scale","Choice",1673466193327,"61412d298de8e1b44e950fb3","4","t04","b","each","people","claim","NULL","Connecticut","English","English","English","English",4,-0.521948594656155,"each","people"
"26ac865ace31bd4be35e8d24d798d69d",1673466228,"PennController",31,0,"experiment","NULL","Scale","Scale","Choice",1673466198324,"61412d298de8e1b44e950fb3","21","t21","a","each","person","claim","NULL","Connecticut","English","English","English","English",5,0.0393923467665024,"each","person"
"2d709acefff0174451651980b3020ffa",1673744617,"PennController",18,0,"experiment","NULL","Scale","Scale","Choice",1673744285703,"604ee59f18fc6d21a2d04a60","8","t08","c","all","person","claim","NULL","California","English","English","English","English",2,-1.01355454901139,"all","person"
"2d709acefff0174451651980b3020ffa",1673744617,"PennController",15,0,"experiment","NULL","Scale","Scale","Choice",1673744297099,"604ee59f18fc6d21a2d04a60","5","t05","b","each","people","worry","NULL","California","English","English","English","English",3,-0.572542264327044,"each","people"
"2d709acefff0174451651980b3020ffa",1673744617,"PennController",29,0,"experiment","NULL","Scale","Scale","Choice",1673744311494,"604ee59f18fc6d21a2d04a60","19","t19","d","all","people","worry","NULL","California","English","English","English","English",3,-0.572542264327044,"all","people"
"2d709acefff0174451651980b3020ffa",1673744617,"PennController",20,0,"experiment","NULL","Scale","Scale","Choice",1673744320846,"604ee59f18fc6d21a2d04a60","10","t10","a","each","person","profess","NULL","California","English","English","English","English",2,-1.01355454901139,"each","person"
"2d709acefff0174451651980b3020ffa",1673744617,"PennController",30,0,"experiment","NULL","Scale","Scale","Choice",1673744325288,"604ee59f18fc6d21a2d04a60","20","t20","c","all","person","profess","NULL","California","English","English","English","English",2,-1.01355454901139,"all","person"
"2d709acefff0174451651980b3020ffa",1673744617,"PennController",14,0,"experiment","NULL","Scale","Scale","Choice",1673744336310,"604ee59f18fc6d21a2d04a60","4","t04","c","all","person","claim","NULL","California","English","English","English","English",4,-0.131529979642699,"all","person"
"2d709acefff0174451651980b3020ffa",1673744617,"PennController",28,0,"experiment","NULL","Scale","Scale","Choice",1673744340429,"604ee59f18fc6d21a2d04a60","18","t18","a","each","person","profess","NULL","California","English","English","English","English",4,-0.131529979642699,"each","person"
"2d709acefff0174451651980b3020ffa",1673744617,"PennController",21,0,"experiment","NULL","Scale","Scale","Choice",1673744344807,"604ee59f18fc6d21a2d04a60","11","t11","d","all","people","worry","NULL","California","English","English","English","English",3,-0.572542264327044,"all","people"
"2d709acefff0174451651980b3020ffa",1673744617,"PennController",16,0,"experiment","NULL","Scale","Scale","Choice",1673744349953,"604ee59f18fc6d21a2d04a60","6","t06","a","each","person","boast","NULL","California","English","English","English","English",4,-0.131529979642699,"each","person"
"2d709acefff0174451651980b3020ffa",1673744617,"PennController",31,0,"experiment","NULL","Scale","Scale","Choice",1673744371177,"604ee59f18fc6d21a2d04a60","21","t21","b","each","people","claim","NULL","California","English","English","English","English",2,-1.01355454901139,"each","people"
"2d709acefff0174451651980b3020ffa",1673744617,"PennController",12,0,"experiment","NULL","Scale","Scale","Choice",1673744375549,"604ee59f18fc6d21a2d04a60","2","t02","a","each","person","believe","NULL","California","English","English","English","English",6,0.75049458972599,"each","person"
"2d709acefff0174451651980b3020ffa",1673744617,"PennController",11,0,"experiment","NULL","Scale","Scale","Choice",1673744380511,"604ee59f18fc6d21a2d04a60","1","t01","b","each","people","think","NULL","California","English","English","English","English",5,0.309482305041646,"each","people"
"2d709acefff0174451651980b3020ffa",1673744617,"PennController",34,0,"experiment","NULL","Scale","Scale","Choice",1673744392224,"604ee59f18fc6d21a2d04a60","24","t24","c","all","person","think","NULL","California","English","English","English","English",5,0.309482305041646,"all","person"
"2d709acefff0174451651980b3020ffa",1673744617,"PennController",32,0,"experiment","NULL","Scale","Scale","Choice",1673744401216,"604ee59f18fc6d21a2d04a60","22","t22","a","each","person","boast","NULL","California","English","English","English","English",4,-0.131529979642699,"each","person"
"2d709acefff0174451651980b3020ffa",1673744617,"PennController",26,0,"experiment","NULL","Scale","Scale","Choice",1673744481362,"604ee59f18fc6d21a2d04a60","16","t16","c","all","person","believe","NULL","California","English","English","English","English",6,0.75049458972599,"all","person"
"2d709acefff0174451651980b3020ffa",1673744617,"PennController",24,0,"experiment","NULL","Scale","Scale","Choice",1673744507471,"604ee59f18fc6d21a2d04a60","14","t14","a","each","person","think","NULL","California","English","English","English","English",5,0.309482305041646,"each","person"
"2d709acefff0174451651980b3020ffa",1673744617,"PennController",25,0,"experiment","NULL","Scale","Scale","Choice",1673744518685,"604ee59f18fc6d21a2d04a60","15","t15","d","all","people","boast","NULL","California","English","English","English","English",5,0.309482305041646,"all","people"
"2d709acefff0174451651980b3020ffa",1673744617,"PennController",22,0,"experiment","NULL","Scale","Scale","Choice",1673744522245,"604ee59f18fc6d21a2d04a60","12","t12","c","all","person","think","NULL","California","English","English","English","English",7,1.19150687441033,"all","person"
"2d709acefff0174451651980b3020ffa",1673744617,"PennController",23,0,"experiment","NULL","Scale","Scale","Choice",1673744549414,"604ee59f18fc6d21a2d04a60","13","t13","b","each","people","claim","NULL","California","English","English","English","English",6,0.75049458972599,"each","people"
"2d709acefff0174451651980b3020ffa",1673744617,"PennController",17,0,"experiment","NULL","Scale","Scale","Choice",1673744565435,"604ee59f18fc6d21a2d04a60","7","t07","d","all","people","believe","NULL","California","English","English","English","English",6,0.75049458972599,"all","people"
"2d709acefff0174451651980b3020ffa",1673744617,"PennController",27,0,"experiment","NULL","Scale","Scale","Choice",1673744571005,"604ee59f18fc6d21a2d04a60","17","t17","b","each","people","worry","NULL","California","English","English","English","English",7,1.19150687441033,"each","people"
"2d709acefff0174451651980b3020ffa",1673744617,"PennController",33,0,"experiment","NULL","Scale","Scale","Choice",1673744577816,"604ee59f18fc6d21a2d04a60","23","t23","d","all","people","believe","NULL","California","English","English","English","English",7,1.19150687441033,"all","people"
"2d709acefff0174451651980b3020ffa",1673744617,"PennController",19,0,"experiment","NULL","Scale","Scale","Choice",1673744581909,"604ee59f18fc6d21a2d04a60","9","t09","b","each","people","boast","NULL","California","English","English","English","English",7,1.19150687441033,"each","people"
"2d709acefff0174451651980b3020ffa",1673744617,"PennController",13,0,"experiment","NULL","Scale","Scale","Choice",1673744586400,"604ee59f18fc6d21a2d04a60","3","t03","d","all","people","profess","NULL","California","English","English","English","English",7,1.19150687441033,"all","people"
"34d1a6b41466af7c3541d5ed1fdeeeca",1673771758,"PennController",14,0,"experiment","NULL","Scale","Scale","Choice",1673771325126,"5c5c70947676860001fff825","4","t04","d","all","people","claim","NULL","Ohio","English","English","English","English",5,0.008189689190404,"all","people"
"34d1a6b41466af7c3541d5ed1fdeeeca",1673771758,"PennController",16,0,"experiment","NULL","Scale","Scale","Choice",1673771333560,"5c5c70947676860001fff825","6","t06","b","each","people","boast","NULL","Ohio","English","English","English","English",6,0.475001973043442,"each","people"
"34d1a6b41466af7c3541d5ed1fdeeeca",1673771758,"PennController",25,0,"experiment","NULL","Scale","Scale","Choice",1673771342702,"5c5c70947676860001fff825","15","t15","a","each","person","boast","NULL","Ohio","English","English","English","English",7,0.94181425689648,"each","person"
"34d1a6b41466af7c3541d5ed1fdeeeca",1673771758,"PennController",32,0,"experiment","NULL","Scale","Scale","Choice",1673771352628,"5c5c70947676860001fff825","22","t22","b","each","people","boast","NULL","Ohio","English","English","English","English",6,0.475001973043442,"each","people"
"34d1a6b41466af7c3541d5ed1fdeeeca",1673771758,"PennController",26,0,"experiment","NULL","Scale","Scale","Choice",1673771394573,"5c5c70947676860001fff825","16","t16","d","all","people","believe","NULL","Ohio","English","English","English","English",7,0.94181425689648,"all","people"
"34d1a6b41466af7c3541d5ed1fdeeeca",1673771758,"PennController",24,0,"experiment","NULL","Scale","Scale","Choice",1673771403023,"5c5c70947676860001fff825","14","t14","b","each","people","think","NULL","Ohio","English","English","English","English",6,0.475001973043442,"each","people"
"34d1a6b41466af7c3541d5ed1fdeeeca",1673771758,"PennController",29,0,"experiment","NULL","Scale","Scale","Choice",1673771415060,"5c5c70947676860001fff825","19","t19","a","each","person","worry","NULL","Ohio","English","English","English","English",7,0.94181425689648,"each","person"
"34d1a6b41466af7c3541d5ed1fdeeeca",1673771758,"PennController",17,0,"experiment","NULL","Scale","Scale","Choice",1673771420504,"5c5c70947676860001fff825","7","t07","a","each","person","believe","NULL","Ohio","English","English","English","English",7,0.94181425689648,"each","person"
"34d1a6b41466af7c3541d5ed1fdeeeca",1673771758,"PennController",18,0,"experiment","NULL","Scale","Scale","Choice",1673771428722,"5c5c70947676860001fff825","8","t08","d","all","people","claim","NULL","Ohio","English","English","English","English",6,0.475001973043442,"all","people"
"34d1a6b41466af7c3541d5ed1fdeeeca",1673771758,"PennController",28,0,"experiment","NULL","Scale","Scale","Choice",1673771436479,"5c5c70947676860001fff825","18","t18","b","each","people","profess","NULL","Ohio","English","English","English","English",7,0.94181425689648,"each","people"
"34d1a6b41466af7c3541d5ed1fdeeeca",1673771758,"PennController",20,0,"experiment","NULL","Scale","Scale","Choice",1673771443903,"5c5c70947676860001fff825","10","t10","b","each","people","profess","NULL","Ohio","English","English","English","English",7,0.94181425689648,"each","people"
"34d1a6b41466af7c3541d5ed1fdeeeca",1673771758,"PennController",23,0,"experiment","NULL","Scale","Scale","Choice",1673771469197,"5c5c70947676860001fff825","13","t13","c","all","person","claim","NULL","Ohio","English","English","English","English",3,-0.925434878515673,"all","person"
"34d1a6b41466af7c3541d5ed1fdeeeca",1673771758,"PennController",13,0,"experiment","NULL","Scale","Scale","Choice",1673771492176,"5c5c70947676860001fff825","3","t03","a","each","person","profess","NULL","Ohio","English","English","English","English",7,0.94181425689648,"each","person"
"34d1a6b41466af7c3541d5ed1fdeeeca",1673771758,"PennController",15,0,"experiment","NULL","Scale","Scale","Choice",1673771520849,"5c5c70947676860001fff825","5","t05","c","all","person","worry","NULL","Ohio","English","English","English","English",2,-1.39224716236871,"all","person"
"34d1a6b41466af7c3541d5ed1fdeeeca",1673771758,"PennController",11,0,"experiment","NULL","Scale","Scale","Choice",1673771535099,"5c5c70947676860001fff825","1","t01","c","all","person","think","NULL","Ohio","English","English","English","English",6,0.475001973043442,"all","person"
"34d1a6b41466af7c3541d5ed1fdeeeca",1673771758,"PennController",22,0,"experiment","NULL","Scale","Scale","Choice",1673771541809,"5c5c70947676860001fff825","12","t12","d","all","people","think","NULL","Ohio","English","English","English","English",7,0.94181425689648,"all","people"
"34d1a6b41466af7c3541d5ed1fdeeeca",1673771758,"PennController",12,0,"experiment","NULL","Scale","Scale","Choice",1673771556867,"5c5c70947676860001fff825","2","t02","b","each","people","believe","NULL","Ohio","English","English","English","English",5,0.008189689190404,"each","people"
"34d1a6b41466af7c3541d5ed1fdeeeca",1673771758,"PennController",21,0,"experiment","NULL","Scale","Scale","Choice",1673771588603,"5c5c70947676860001fff825","11","t11","a","each","person","worry","NULL","Ohio","English","English","English","English",6,0.475001973043442,"each","person"
"34d1a6b41466af7c3541d5ed1fdeeeca",1673771758,"PennController",19,0,"experiment","NULL","Scale","Scale","Choice",1673771596805,"5c5c70947676860001fff825","9","t09","c","all","person","boast","NULL","Ohio","English","English","English","English",7,0.94181425689648,"all","person"
"34d1a6b41466af7c3541d5ed1fdeeeca",1673771758,"PennController",34,0,"experiment","NULL","Scale","Scale","Choice",1673771612229,"5c5c70947676860001fff825","24","t24","d","all","people","think","NULL","Ohio","English","English","English","English",6,0.475001973043442,"all","people"
"34d1a6b41466af7c3541d5ed1fdeeeca",1673771758,"PennController",30,0,"experiment","NULL","Scale","Scale","Choice",1673771631514,"5c5c70947676860001fff825","20","t20","d","all","people","profess","NULL","Ohio","English","English","English","English",6,0.475001973043442,"all","people"
"34d1a6b41466af7c3541d5ed1fdeeeca",1673771758,"PennController",33,0,"experiment","NULL","Scale","Scale","Choice",1673771688878,"5c5c70947676860001fff825","23","t23","a","each","person","believe","NULL","Ohio","English","English","English","English",6,0.475001973043442,"each","person"
"34d1a6b41466af7c3541d5ed1fdeeeca",1673771758,"PennController",31,0,"experiment","NULL","Scale","Scale","Choice",1673771702433,"5c5c70947676860001fff825","21","t21","c","all","person","claim","NULL","Ohio","English","English","English","English",4,-0.458622594662634,"all","person"
"34d1a6b41466af7c3541d5ed1fdeeeca",1673771758,"PennController",27,0,"experiment","NULL","Scale","Scale","Choice",1673771717073,"5c5c70947676860001fff825","17","t17","c","all","person","worry","NULL","Ohio","English","English","English","English",5,0.008189689190404,"all","person"
"3e65e12d520e47268e42ab1e4cb95da6",1673838954,"PennController",25,0,"experiment","NULL","Scale","Scale","Choice",1673838649661,"5c5d16ab6ad0f00001cc0ca2","15","t15","b","each","people","boast","NULL","New York","English","English","English","English",6,0.272975425139941,"each","people"
"3e65e12d520e47268e42ab1e4cb95da6",1673838954,"PennController",22,0,"experiment","NULL","Scale","Scale","Choice",1673838672381,"5c5d16ab6ad0f00001cc0ca2","12","t12","a","each","person","think","NULL","New York","English","English","English","English",7,0.744478432199841,"each","person"
"3e65e12d520e47268e42ab1e4cb95da6",1673838954,"PennController",28,0,"experiment","NULL","Scale","Scale","Choice",1673838686454,"5c5d16ab6ad0f00001cc0ca2","18","t18","c","all","person","profess","NULL","New York","English","English","English","English",6,0.272975425139941,"all","person"
